,Title,Text,Class
1782,purplekush,A type of marijuana ; ; very high quality ,0
1783,purplenurple,A potent variety of marijuana which displays purple 'hairs ' ,0
1784,purplestickypunch,Marijuana that is so sticky you ca n't smoke it . ,0
1786,purplethrax,"A type of hydroponic marijuana . Originated in Atlanta , and made popular by Gucci mane ( see Gucci mane ) . It is a seedless marijuana that is purple with a fruity flavor . ",0
1787,purpleurp,Funky ass weed that gets you high nigga ,0
1788,purps,"Good purple weed with a grape , fruity publish taste i .e granddaddy purple , purple role , purple push or mend pumps . Popular in normal , highly sought after everywhere else . ",0
1789,putfiveonit,To place five American dollars on a dime ( small ) bag of marijuana . Usually used as a contribution towards the total sum of the marijuana . ,0
1790,q-bert,Slang term for a quarter pound of marijuana . ,0
1793,quakertownbrown,A really crappy weed . Usually brown and very little green . A whole ounce can get u half high . ,0
1794,quarterbag,"$ 25 of weed , or a bag with a quarter ",0
1796,quarterpounder,"A fat four ounces of marijuana . Not a fine female , not a burger- pot . Reefer . Kill . Bud . Fire . Smoke me out Scott ! ! ! ! ! ! ! ! ",0
1797,quarterpounderwithcheese,Quarter pound of marijuana . ,0
1798,quebecgold,Strain of weed grown hydroponically in Canada ,0
1799,queed,Queer on weed - queer+weed-the 'r'-the w= Queen . ,0
1800,queez,Quarter of an ounce usually of marijuana . ,0
1802,quiddy,"Marijuana ; ; aka pot , weed , tree , reefer , herb , ganja , bud , quids , etc ",0
1804,quonk,"Noun : pot , reefer , buds , marijuana ( see : wonk ) ; ; verb form : quoted - stoned , high . ",0
1805,qupe,"Slang for a [up ] , which is slang for quarter pound . Used most commonly among st marijuana dealers/buyers . ",0
1806,qwag,To choke on marijuana smoke from a water filtered device . Originally from Humboldt co . Cali . ,0
1807,rainydaylady,An old word for a marijuana cigarette ,0
1808,ralphnader,"The best term for weed ever , cause ya know he 's from the green party . ",0
1809,rammsteinbongrips,Taking a hit off of a bong packed with marijuana that is bigger than ever seen before . Usually results in massive amounts of coughing and brief dizziness . ,0
1811,rasb,Slang term for marijuana ,0
1812,rasins,"Slang term for marijuana primarily used in Bloomsbury , pa . ",0
1813,raspafarian,What you become when you smoke so much weed your throat becomes dry and raspy ,0
1814,rastasurprise,Rasta surprise is like a kinder surprise but ... instead of the toy u have marijuana .... just check out the picture ,0
1815,rastatute,One who performs sexual acts in exchange for marijuana ,0
1816,rauch,"Smoke or to smoke . particularly weed . Derived from the German word ranch , meaning smoke . ",0
1817,raviolibag,A dime bag of weed or a gram of coke ,0
1819,raymonium,An individual who consumes massive amounts of marijuana and freestyles in his Benz ,0
1820,reafer,"Slang term used in the reference of marijuana . a.k .a . pot , weed , grass , ganja , and many others too bountiful to name them all . ",0
1821,realzies,"realizes is kind of like the term 'heavies ' or 'KB' ; it 's in reference to higher-end marijuana . Sometimes when you get lower grade bud , the THC content is so low you ca n't get high . realizes is the real shit , it gets you fucked up , hence 'realizes ' . ",0
1822,rechronize,To re-up on weed or to buy new weed . ,0
1823,rederalis,"One of the three strains of movable marijuana . It is not well-known or grown because of its low THC content . Though it is a weak strain , Federalist is often cross-bred with saliva and/or India for wanted highs ",0
1824,redhairs,The small orange hairs found on bugs of [marijuana ] usually only found on the [dank ] bud ,0
1825,reefa,A marijuana cigarette rolled in a coned shaped with a small piece of card or roach at the smoking end ,0
1826,reefdog,A large amount of marijuana ,0
1827,reeferchief,A [supplier ] of [marijuana ] . ,0
1828,reeferho,Noun ; ; 1 . A female who will do nearly anything and everything to obtain marijuana . ; ; 2. A girl who is so occupied with finding or using marijuana that she neglects to interact socially in any way that does not lead to this goal 's accomplishment . ,0
1829,reefersadness,"Despondency related to a lack of [marijuana ] . ; ; a play on the phrase ' [reefer madness ] , ' which is originally a 1936 anti-marijuana propaganda film . ",0
1830,reefus,A marijuana cigarette . ,0
1831,reekystank,An intense Omar of marijuana pungent enough to be smelt from a great distance . ,0
1832,reffer,"Weed , marijuana , Charon , drug ",0
1834,reggies,Nasty swag weed ,0
1835,regs,Any abbreviation pertaining to 'regular . ' originally related to weed quality . ,0
1838,reptar,"Really good weed , aka [chronic ] ",0
1840,resinhit,"v. to smoke a pipe with no weed in it , only the residue from past weed smoked ; ; n . the smoke formed from holding a flame on the residue caked on a pipe from past weed smoked ",0
1841,retowel,Verb ; ; to replace the towel under your door so that the scent of weed does not travel to the hallway . ,0
1842,reygano,Poor quality marijuana or horrible weed . ,0
1843,rezzies,The used marijuana in a pipe . The leftovers . ,0
1844,ribjabber,A marijuana cigarette which is twisted at the end and rolled into such a shape which a high dude could cold jab a suckers ribs with . ,0
1845,ricecrispytreat,"A blunt made of weed and clove cigarettes . The mix will make it 'snap , crackle , and pop ' ",0
1846,ricedout,"Commonly used to refer to poorly modified Honda and/or other imports . ; ; the common characteristics are neon lights all over the vehicle including the rims , under the body , inside the car , and maybe even on the loser driving it . another characteristic is an exhaust that sounds like a [weed whacker ] . ; ; the driver of the [rice bucket ] usually thinks his car is tricked out to the max , but really all the people looking at it are laughing not admiring . ",0
1848,ridankulous,A play on the words [ridiculous ] and [dank ] . Used to describe a state of mind or quality of marijuana . ,0
1850,ridethegeese,To get fully inebriated with your friends through the consumption of marijuana . ,0
1851,ridinhigh,"Driving a vehicle while blazon a phat foot long blunt of sum gooooooood shift , with the tune bumping and the bass banging ! Preferably are drums com he is the best beat maker I 'm sure you 'll agree . ; ; smoke weed everyday ",0
1852,rifa,Puerto can slang for marijuana . ,0
1853,riffter,Another word for differ - a large marijuana cigarette - taken from ; ; reefer + differ = differ ,0
1854,rillo,Slang for cigarillo - a small narrow cigar which typically has the tobacco emptied so it can be refilled with weed to make a blunt . ,0
1855,ripasaurusrex,The chasing of a hit of marijuana with a eager bomb before exhaling the hit . ,0
1856,riphead,An individual who smokes large quantities of marijuana and is generally stupid because of it . ,0
1857,rippy,Its that sticky icky bud . A good synonym for kryp marijuana . it 's the dankest . ,0
1858,riptos,That crazy shit that you can only get back home . Marijuana . ,0
1859,riptose,"Really good marijuana found mainly in Florida . Other names include [trip ] , hippie , trip , cripple , rip to , and kriptose . ",0
1860,ristal,The crystal trichomes found on marijuana buds . ,0
1861,ritarded,"A word used by Rochester institute of technology students to describe the delirious state of mind a it student encounters when consuming copious amounts of legal and illegal intoxicants , largely through alcohol , marijuana , psychedelic mushrooms , alleged 'red tar ' opium and many more used both in single and combined usage . ",0
1865,roachblunt,A blunt filled with left over weed from your roaches ; ; smoking a roach blunt will get you riptttt ,0
1866,roachclips,"Clips used to hold roaches of marijuana sweets , blunts or joints ",0
1867,roachinasplif,Rolling a joint containing tobacco and weed . ,0
1868,roachyjay,"One of three things : ; ; 1 . A marijuana joint ; ; 2. A name used for someone rebellious , open-minded ( sometimes to the point of appearing crazy or insane ) ; ; 3. The trans gendered singer/songwriter 'the Roach jay ' from www.theroachyjay .tk ; ; 4 . Someone who strongly respects and/or admires cockroaches ",0
1870,rockford,A solid form of weed ( i .e . rocky ) ,0
1872,roflwaffle,A traditional home-made waffle with marijuana as the extra ingredient . ,0
1873,rohto-v,Eye drops that leave your eyeballs in a state of euphoria especially after use of [marijuana ] ,0
1874,rokok,"Slang word meaning cigarette , or marijuana joint . ; ; comes from merokok , the Malay word for cigarette . ",0
1875,rolldeepcrew,"Roll deep crew are a crew of DJ 's and MC 's from east London . Members of the crew include MC Wiley and MC Lizzie rascal . Other members are : Danny weed , bionic , jet Li , bubbles , breeze , jamakabi , pit bull and the crew is closely associated with DJ slime and the rest of the pay as u go crew . They make a form of music called eskibeat which was founded by Wiley and is a different form of UK garage . ",0
1876,rolldex,To get wasted . Usually used in reference to marijuana . ,0
1877,rolleafy,rolleafy is a slang word in the [hippie] trend meaning to roll marijuana into a cigar known as a blunt or cigarette rolling paper known as a joint . ,0
1878,rollingaj,Rolling a [joint ] ; ; aka a cigarette made of [marijuana ] ,0
1879,rollingpaper,"Clean-burning paper that comes in packs of numerous sizes . Used to wrap tobacco , weed , or any other plant the user wishes to cleanly and easily smoke . ",0
1880,rollingstoned,On ecstasy and weed . ,0
1881,rollingwiththehomies,Roll as in traveling or ; ; roll as in marijuana . ,0
1882,rollon,Marijuana rolled onto a cigarette with either cigarette paper or a blunt wrapper . ,0
1885,ronos,Slang word for marijuana . ,0
1886,rooptyroo,"1 . An exclamation , like 'hooray ! ' or 'hippy ! ' . ; ; 2. A word often substituting for another esp. a curse word . ; ; 3. Marijuana or any other drug . ",0
1887,rotent,potent is the smell given off by a green bud like marijuana ,0
1888,roundtownbrown,"Common low grade marijuana that is easy to get , usually doing the trick but seedy as fuck with a short-lived high . ; ; also known as schwa ",0
1889,roustone,To smoke a blunt filled with weed . preferably Georgia peach flavored wraps ,0
1890,rtfm,Roll the fucking moat when you ask people to share their weed ,0
1891,rubenscandy,"Any general type of marijuana , pot , weed , hydro , chronic , etc . ",0
1893,russellchro,"Not to be confused with actor [Russell crowd ] , this is a slang word for marijuana aka chronic . Chronic shortened to chro , making a nice code word for phone calls . ",0
1894,s-jay,A ' Shane ' or 'super ' jay . A large [joint ] of high quality home-grown marijuana . ,0
1896,sacajuana,Noun - slang term for a bag of marijuana . Originating from the marriage of the term 'sack of marijuana ' and the name ' Sacajawea' . Sometimes this term is shortened to 'sacajuan' . ,0
1897,sacc,Baggie of chronic marijuana ,0
1898,sack-a-joo-wee-ah,"Word used to describe a bag of weed without tipping off the parents , pigs or republicans . ",0
1899,sackajaweeah,The potheads favorite Indian princess . Used in phone communication to one 's weed dealer . ,0
1900,sackslapenosis,"A disorder caused from the slapping of another male 's testicular region . 'danger zone ' .this disorder causes the male 's testicles to turn a bluefish color and to hurt like a mono . Remedies include : hookers , blowing a load , or marijuana . ",0
1902,safetyrope,Slang for marijuana . Used in conjunction with [safety meeting ]s . ,0
1903,sagehill,Sage hill = weed mound ,0
1904,sagensour,A highly potent marijuana strain that is a mix of with s .a.g.e . and sour diesel ,0
1905,sallyblunt,A typical marijuana or tobacco blunt with just a pinch of Sylvia thrown in for good measure . ,0
1906,salvajuana,An awesome mixture of marijuana and Sylvia that makes you really high and feeling good . Even a small amount of this mixture may mess you up . ,0
1907,sanfrancisco,"The only city in America where weed is legal , but plastic bags are n't . ",0
1908,sanfranciscochronic-le,Very good marijuana . ,0
1910,sanfransiscocigarette,"A joint , or marijuana cigarette ",0
1911,santacruz,"A kick ass town surrounded by lame ass poser towns like watsonville and Scott valley . well-known for weed , meth , surfing , slutty bitches and charismatic motherfuckers such as my self . Killer place to live but totally uninviting towards marks from out of town such as watsonville . ",0
1912,sarbuck,A $ 10 bag of marijuana or enough to roll a blunt . ,0
1913,satch,"Noun . Short form of 'satchel , ' meaning a bag of marijuana . Some circles will also use 'satchel Paige . ' ",0
1914,saterdaynightspecial,The Saturday night special is a joint rolling technique in which you use 3 papers to produce a large either cylindrical or cone shaped marijuana cigarette . ,0
1915,sattla,"Arabic word of do , weed ,dope ; ; Turks in Germany use it often ",0
1916,satvia,One of the two common strains of marijuana . The plant will be very tall and skinny . The high from a Latvia strain will be more active and giggly . ,0
1917,saucheasfuh,A phrase originating from blood ; ; meaning messed up or 'fucked up ' ; ; usually off drugs ; ; like marijuana or acid ; ; also can be replace with h as fun if you are only on marijuana ,0
1918,scama,One of the many a.k .a 's for weed . ,0
1919,scamas,"Strong ganja or weed , ",0
1920,scamma,Weed that is grown in Jamaica ,0
1921,scandy,an undersized bag of weed ,0
1923,sceneryenhancer,"Pot , weed joint Mary Jane , marajuana ",0
1924,scerb,"Pot , weed , dank . Used when trying to talk low key . ",0
1925,schiavo,"Another word for marijuana , or a state of mind after smoking some dank . Aka Terri schizo... ",0
1926,schleppen,"Verb to fuck . also , when combined with other German sounding words can be used as alternative to weed . ",0
1927,schlook,"Verb ; ; schlook-ey -ed ; ; to take a [bong rip ] , usually a personal or snapper i .e . you must clear the bong via the down-stem to create the onomatopoeia . ; ; noun - ; ; 'schlock ' can also refer to the small amount of marijuana that is placed in said bong ",0
1928,schmegged,The hit before an amount of marijuana is completely finished . ,0
1929,schmerb,It is slang for weed or marijuana ,0
1930,schmoka,"( pronounced shmoe-ka)this is a term for marijuana , and usually used when it is low grade and lent to a friend . It is a derivative of [smoke ] , only way funner to say . ",0
1931,schnieds,"schnieds is a word much like smurf , it can be used in different ways . Getting a skimp bag is the schnieds , while conversely ,if the weed itself is of poor quality ,it 's the schnieds . Has positive connotations in rare instances , ; also see : shteedpones ",0
1932,schnilly,Another word for a cone of marijuana . See cone or bowl . ,0
1933,schnuds,Another word for marijuana . ,0
1934,schramm,"To exaggerate the effects or perceived effects of a panic attack while high on marijuana . ; ; 2. To freak on out weed , neglect to recover , and exacerbate the nerves of fellow smokers and steer the evening towards a melodramatic conclusion . ",0
1936,schwam,"A slang term for marijuana , perhaps originating from the word 'swag . ' can also be used like the verb 'to smoke . ' ",0
1937,schwarg,"A Russian man who sells cheap weed , or [swag] . ",0
1938,schweeties,"Another word for marijuana , chronic , weed , etc . ",0
1939,schwigget,"A [schwa ] nugget , poor quality marijuana ",0
1940,schwiggityschwag,"Marijuana , usually of low quality . ",0
1941,schwiz,Marijuana of inferior quality . ,0
1942,schwizzel,"shit weed , gives you a headache not a high ",0
1943,schwoog,"n . Marijuana of a poor quality . ; ; poorly constructed , decrepit . ; ; adj . schwoogey . ",0
1944,schwu,"Slang for some really seedy , nasty , sometimes moldy often brown or Grey weed . Comes in pressed bricks . Not what you want , better suited for doormats and rope . What you want is [dank ] ",0
1945,scloodle,To make sounds and perform actions reminiscent of a small animal or insect while in a highly agitated state after ingesting enormous quantities of weed . ,0
1947,scomed,To be high off weed ; marijuana ; pot ; bud ,0
1948,sconion,Another word for marijuana . ,0
1949,scoob,A marijuana cigarette [bat ] ,0
1950,scoopo,"A term for a potent form of marijuana , generally used on the east coast . ",0
1951,scorin'abag,"To acquire a bag containing illegal drugs , esp. marijuana . ",0
1953,scremlins,"The shake ( extra marijuana ) that falls out of the blunt or joint either on your shirt , on the ground , or wherever . ",0
1954,screwloop,"1)my sister ; ; 2)the twisty things on a screw ; ; 3)an insult related to the words ' idiot , stupid loser , ass munch , fart sack , dick weed , etc . ",0
1957,scriddlins,"Slang term for very small pieces of marijuana , often found at the bottom of the bag or in users car . ",0
1958,scrilla,"A word to describe money , and or marijuana . ",0
1959,scriller,"Slang term for smoking a spliff or joint , IE marijuana cigarette with no filter . ",0
1960,scrizzy,A slang term for scrimmage . Often used in the counter-strike subculture ; Moreno under the influence of marijuana . ,0
1961,scyther,"Another term for marijuana , deemed popular in the bay area ",0
1963,secondgen,"1 . A joint that is rolled of second generation weed , which is weed from the roach , or a butt of a joint or blunt . ; ; 2. Weed from roaches ",0
1964,secondhandhigh,"When you get high off of someone else [second hand smoke ] , usually weed . It is possible . ",0
1965,secretpocket,The last hit of weed you find in a bowl when you think it 's actually all gone . ,0
1966,seedlessjerk,"a elitist person ( [pothead ] ) smokes only [sinsemilla] which means 'without seeds ' in Spanish . This type of [marijuana ] is far more potent than [schwa ] or regular marijuana with seeds , as well is more expensive , so [since]smokers are considered elites , and thus referred to as jerks . ( [seedless jerk]s prefer [hydro] over any other type of marijuana , but if need be , they will smoke regular [pot ] too . ",0
1967,seefus,"Marijuana , pot , dope , chit - cannabis saliva ; the dried leaves and flowering tops of the pistillate hemp plant that yield THC and are smoked in cigarettes for their intoxicating effect -- compare hang , cannabis , hashish ",0
1968,sega,A slang term meaning marijuana that one would use so nobody knows that you 're talking about marijuana ,0
1969,seizurehit,Inexperienced pothead gets a hit of weed and gets a seizure ,0
1971,sensi,"Weed , reefer , herb , ganja , pot , ensure , trees , grass , smoke , skunk , Buddha , bud , rip , blunt , 420 , green , legs , KB 's , kine Bud , chronic , chron , dank , marijuana , Mary Jane , marrijihuana , brownies , heavies , THC , schwa , hemp , cannabis , Shi , shit , leaf , bone , joint , 'era , twist .... ",0
1972,sensimellia,No seeds in your weed . ; ; ( actual word for sense ) ,0
1973,sensimilla,"High potency weed , originally got its name in California , where the science of growing seedless marijuana evolved , but spread out across the country . sensemilla is now just seedless marijuana , does n't have to be from California ",0
1978,shademaster,1.) one who leaves their friends to go with other friends on a regular basis . ; ; (usually leaves with someone with weed or other drugs . ) ; ; 2.) the master of being shady ,0
1982,shakeandseeds,1 . Remnants at the bottom of a bag of marijuana 2. Anything or anyone worthless ,0
1983,sharnad,A [stoner ] or heavy weed smoker ; ; memory defects often occur ,0
1984,shastacounty,"Area code:530 ; ; a county in [northern California ] , separated from any major cities , that is rampant with drug abuse and crime . Besides [ Humboldt ] county , the best weed in the is grown there . The main cities within the county are reading , Anderson , and Shasta lake city(aka CV...a good place to get robbed/stabbed/shot etc . )[crystal meth ] use is outrageously present within the county limits . ",0
1985,sheba,Another name for weed ,0
1986,sheeba,Slang term for marijuana . ,0
1988,sheeno,"Another word for beans , or gram of marijuana . My friend invented this one . ",0
1989,sheesha,Sheena or sees some times shortened to fish or fees derives from the word hashes and is a northern English slang term for weed ( marajuwanna ) . ,0
1990,sherm,"Tobacco mixed with weed , dipped in PCP ",0
1991,shermanhemsley,"A PCP admixture , usually combined with a dried , leafy preparation for smoking . Most commonly marijuana or tobacco . See also [ Sheri] . ",0
1992,shermdog,A hot dog dipped in PCP with a marijuana relish garnish on top . ,0
1993,shlibby,( shh - limb - see ) noun . - slang term for marijuana . ,0
1994,shliza,"Aka cannabis , pot , weed ",0
1995,shlunt,A blunt with a Sylvia weed mix ,0
1996,shmeg,The little paces of weed at the bottom of a bag that are too small to do anything with . ,0
1997,shmengli,Marijuana or marijuana cigarette . ,0
1998,shmig,"Another word for weed , also shrugging can be used the same as smoking ",0
1999,shmiggins,Pretty much can be used in most sentences but mainly refers to marijuana ,0
2000,shmockle,"Just another nickname for marijuana , weed , pot ... ",0
2001,shnazz,"Joint , sometimes referred to as a marijuana cigarette . Totally illegal in the USA but in Canada everyone smokes it , no-one really gives a shit . ",0
2002,shnazzz,"1 ) weed , pot , marijuana , the goods ; ; 2 ) something good , pleasant or just really nice ",0
2003,shnee,Noun : some quality marijuana . Verb : to get high . The companion of [free ] . ,0
2005,shnik,A thick blackish green liquid/paste made from extracting THC from the cannabis plant ( marijuana ) . ,0
2006,shnizzle,"Marijuana , ganja , weed , shit , pen , green , sticky icky , joint , spliff , blunt , any reference to good basically , u get the idea ! ! ",0
2007,shom,Dick weed cock sucker ,0
2008,shotgunhole,"See [car ] . ; ; this is a small hole on a bong or glass pipe for marijuana . When a hit is taken , the shotgun is released so that fresh air mixes into the smoke to clear the chamber ",0
2009,shottieface,The facial expression made immediately after a harsh hit from weed . ,0
2011,shratnum,Locally grown marijuana ,0
2012,shronic,"Light green , hairy marijuana , with practically no seeds or stems resembling chronic that gives you a very strong high but is still relatively cheap like swag , or low grade marijuana . It is a combination of the two words swag+chronic= chronic . Usually referred to as the homegrown , originating from southern California . ",0
2013,shugging,"To shut : the act of searching through large bags of marijuana leaf [shake ] in an attempt to find enough bud to roll a joint . ; ; origins from BC 's kootenay region , a major growing center . ",0
2014,shumpei,"A high class form of marijuana , originating from the far east in japan . shit gets you fucked up , similar to push . ",0
2015,shuttin,dealing . ; ; ex dealing weed ,0
2016,shwack,Poor quality marijuana ( low THC content per cm^3 ) . ,0
2017,shwacked,Being completely fucked up on speed and weed ..... totally indeed . ,0
2018,shwageet,1 . Exaggerated variation of the word fagot using a slang term for shitty weed [swag] . 2. Ultimate drat . 3. Anyone you hope starts talking shit to you so you can beat their ass ,0
2019,shwaggerbaggers,A [bag] of low grade [marijuana ] that may be purchased for 10 (ten ) dollars ; to buy shitty [weed ] weighing approximately 2.5 grams . ,0
2020,shwaggle,Any marijuana that is not valued as the golden nugget . ,0
2022,shwigity,"A low grade form of tetrahydrocannabinol , cannibal , marijuana , weed , you know what I mean...its basically shitty bearer infested , stem stringy poppy ass weed nigga !...ya get it now ? ",0
2023,shwiz,Another word for swag or low quality marijuana . ,0
2024,shwugs,A type of marijuana that is chronic yet also swag ,0
2026,silverhaze,"A high potency form of marijuana similar to the cannabis specie [purple haze ] , made from a cross of haze and India . Named after the mass amount of THC glands covering the plant . ",0
2027,simi,"Someone who is weird on many levels , smokes tons of weed , is often confused , does n't believe in haircuts or any form of 'unnatural grooming ' , mumbles incoherently , and can often be spotted outside your local 7-11...just sitting . ",0
2028,simtoke,Any Simon that smokes copious amounts of weed . ,0
2029,sincemelia,Weed ( of any quality ) with no seeds . ,0
2030,siuwaks,"Weed , grass PO Polk ",0
2031,sixpackandapound,six pack of beer and a pound of weed . ,0
2032,skackle,"A bag , usually of marijuana . ",0
2034,skam,Another word for the term [marijuana ] ; ; pronounced :(s-ka-m ) ,0
2035,skangding,Another slang phrase used in friendly conversation to put across the meaning and use of [marijuana ] . ; ; commonly seen in conjunction with [yes mate ] ,0
2037,skeedz,"Weed , reefer , pot , marijuana . ",0
2038,skerb,"Marijuana , weed , pot ",0
2039,skerbader,Slang for weed . orgin-streets of Baltimore ,0
2040,skidmore,David Letterman 's top 7 reason to legalize marijuana . ,0
2041,skimper,"A skipper is a term used to define a very small blunt , filled with a minimal amount of marijuana . ",0
2042,skirbins,"Little bits of bud , or misc . Weed stuffs . Small , fine and yet , remarkably movable . ",0
2043,skizz,A digital device used to weigh marijuana and other such drugs . ,0
2044,sklap,slap :...is a mixture of weed crack/cocaine and sometimes PCP.dealers do it to gain more money and to be sure the customers come back for more ,0
2045,sklitznatch,Code word for marijuana joint ,0
2046,skomp,Used interchangeably with other slang expressions for marijuana . ,0
2047,skooma,-=noun= - ; ; 1 ) a slang term for marijuana . ; ; 2 ) from the game [morrow ind ] : this particularly hazardous derivative of [moon-sugar ] is often smoked in raw form through a water-pipe by less fortunate [khajiit ] ; its victims are addicted for life and are in constant alternating states of euphoria and lethargy . ,0
2049,skruka,Very high quality marijuana . Dank . Chronic . ,0
2050,skud,"Blunt , or weed rolled in a cigar . ",0
2051,skuna,Word meaning herbal form of cannabis i .e skunk . Relating to high quality weed ,0
2053,skunk1,The dankest weed ever ! ! ! ! ! ! ! ,0
2054,skunkinthetrunk,Used to refer to the smell of marijuana . ,0
2055,skunners,Good ass weed . Hydro . ,0
2056,skuzz,"skull/skuzzin/buzzed out-the after felling from drugs ; pills , weed ,alcohol , shrooms , ect . Origin : bay area ",0
2057,skybone,"A joint , a spiff , a marijuana cigarette ; origin 60s hemp hippy culture . ",0
2060,sliggy,A [slice ] of marijuana ( 3.5g ) ,0
2061,slimshady,"A tightly rolled , long [joint ] composed exclusively of high quality [weed ] ( no tobacco ) . ",0
2062,slitz,"The state one is reduced to after too much weed . Most notable symptoms include the eyes closing over , a permanent grin and the inability to speak ",0
2063,sliverfish,A slang term for when you buy marijuana in a fish n chip shop sold in a tinfoil and costing $ 20 ,0
2064,slow-burner,"Sticky weed , that burn slow . also , known as fruit . ",0
2066,smarterchild,"A computerized service that searches for any information you ask over an in connection . ; ; it also smokes mad weed , by its own admission ! ",0
2067,smasting,"mastering . An adjective , to [state ] . typically , brought on by an indulgence in narcotics , usually marijuana . ; ; ideal places to state include trees , lagoons , beaches , parks . ; ; ideal items to test your smashing skills on include coke in a can , chocolate in wrappers , your own finger ( not after placement in certain orifices ) and cheese . ",0
2068,smebblin,Normally used when cruising for a sack of [weed ] .smebblin comes from the word [smebbin ] but means your smoking and riding your [whip ] while high off [al green ] ,0
2069,smeed,To smoke marijuana ; the words smoke and weed put together . ,0
2070,smellslikeamsterdam,Euphemism for 'it smells like weed ' ,0
2071,smellybag,"A unit of marijuana , sold for fifty Australian dollars . ",0
2072,smingy,To be desirous of marijuana ; like being hungry or thirsty ,0
2075,smoinker,"This is a noun coming from the verb 'monk ' . When a group of individuals are experimenting with marijuana , and one of them takes an extra turn , an extra hit , or one super-long hit , that qualifies him as a moniker . ",0
2076,smokahontas,A girl that smokes copious amounts of marijuana ,0
2078,smokeables,Marijuana . ,0
2079,smokeafatty,To smoke a fat marijuana cigarette . ,0
2080,smokeage,"A vague indication of anything that may be smoked , usually in reference to marijuana . Could refer to pot itself , or the bong , or a [spliff ] , or any other smoke able . ",0
2081,smokeamitch,Another one of the colorful words for marijuana ,0
2083,smokebulls,A slang for saying smoking weed pipe ... ,0
2084,smokeittothedome,"To consume an allotted portion of marijuana to one 's self , or one 's 'head ' , thus giving it its name . ",0
2086,smokenword,spoken word refers to any written thoughts while under the influence of marijuana . ,0
2087,smokin'ab,When one utters the words 'smoke a b ! ' it basically means to [smoke ] some [marijuana ] . ,0
2088,smokinalovely,A mixture of marijuana and PCP( Sheri ) ,0
2089,smokingtrees,"To blaze any form of gang , marijuana , weed , dope , etc . ",0
2090,smokinindo,"Indonesian weed , marijuana or , indoor grown marijuana ",0
2092,smokytreats,Slang for marijuana . ,0
2093,smoochieboochies,A slang term for marijuana ,0
2094,smotpoker,Individual who uses [marijuana ] often ,0
2096,smunching,Wanting to get high ; needing marijuana . ,0
2098,snackpack,A mixture of two different foods of any choice eaten while having the [munchies ] after smoking some [weed ] . Like if you take a bag of cereal and pour milk into it . or if you mix two different kinds of chips or anything weird like that . ,0
2099,snarb,"Slang term for weed , marijuana or storage . ",0
2102,sneak-a-toke,"A special bong that docent leave any hints of weed or smoke and allows u to hit in the back of a bus , classroom or n .e where u desire . ",0
2103,snickets,A particularly potent strand of marijuana ,0
2104,snoochie-boochies,"Another word for weed , or marijuana , pot , mary-jane , etc . ",0
2106,snoochy-boochy,"A spliff , joint , marijuana ",0
2107,snoopdafied,snoopdafied-noun-the act of being fucked up by some good ass weed ! ,0
2108,snoopdogghit,"1 ) to take many small hits followed by an extremely large hit on a joint or pipe to use up more than one 's 'fair share ' of marijuana , especially when sharing another individual 's weed ",0
2109,snoopdoggsticky,Marijuana so potent and sticky that snoop dog himself would approve . ,0
2110,snoosh,"Cardboard tube , stuffed with dryer sheets . You hit the marijuana , you blow it in the [t00b]z , and there you go . ",0
2112,snowcones,A pipe or bong filled with marijuana and then topped with a stimulant such as meth or LSD. although not an effective way of taking either drug it remains popular . ,0
2113,snowgie,"A cigarette or marijuana ( joint , blunt , pipe , bong , etc... ) that gets smoked in a snowy , outdoor environment . ",0
2114,snowstick,"A marijuana joint that 's dipped in snow before smoking . A common practice in Toronto , Canada . Makes the joint smooth , and prevents it from running . ",0
2115,soemac,Getting high on marijuana . Short for immaculate ,0
2116,softbud,"dime bag , sack for marijuana for ten dollars ",0
2119,soldierstick,A soldier stick is a marijuana filled cigar or joint with an ecstasy pill or opiate pill crushed and put on the leaf material and rolled up . ,0
2120,sonicchronic,Killer marijuana better than your normal chronic ,0
2121,sonicsevenup,The feeling of being sonic seven up . or it could be like sonic seven up the really good weed . The feeling of being conically seven ups ,0
2122,sotb,"An internet slang acronym for smoking weed , smoke of the bud . ",0
2123,souji,A drug lord that takes any kinds of drugs .runs around in full bronze carrying a pot of marijuana ,0
2124,sourdiesel,"A genetic strain of marijuana , bred ( or popularized by ) a great man named some . it 's identifying traits are bright , light green buds , highly resinous and somewhat dense buds , absolutely drenched with trichomes ( crystals ) , and the most pungent smell ever . Tastes like candy too . I just wish it was n't so expensive . ca n't wait for the next uberstrain ! ",0
2125,southafrica,"Quite a cool place with the best weed in the world , pity about the rock spiders and affairs though . Higher interest rates than Europe but risky investing there as there are many con men/women . ",0
2126,southgate,"A suburb of Detroit , Michigan that is known for its large quantity of marijuana users , easy girls , and skateboarders . Aka slut gate ",0
2127,sparkitup,To light a cigarette or marijuana 'joint ' ,0
2128,sparktheleaf,Light a marijuana cigarette ,0
2129,spazbog,Apparent location suitable for the rolling of marijuana joints for those working in corporate establishments . ,0
2130,specialbrownies,Chocolate brownies with weed mixed in the batter . ,0
2131,spicepacks,Detroit slang for bags of [weed ] . ,0
2132,spichouse,where one purchases [weed ] . ,0
2133,spilf,"A joint , blunt filled with marijuana and tobacco . May be confused with a regular marijuana filled blunt or joint , the truth is it has tobacco mixed with it . ",0
